"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",5.2,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",6,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",6.99,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",8.5,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",6.65,"2011-01-10 00:00:00.000","I.M.S.S.","TIENDA DE AUTOSERVICIO","IMSS SUCURSAL CENTRO MEDICO","DR. SALVADOR QUEVEDO Y ZUBIETO NO.625 ENTRE BELISARIO D","JALISCO","GUADALAJARA                             ",20.683213,-103.329311
"CHILES EN LATA","LATA 220 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",7.2,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"FRIJOL","BOLSA 1 KG. PERUANO","MORELOS. INDEPENDIENTE","LEGUMBRES SECAS","BASICOS",19.9,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"FRIJOL","BOLSA 1 KG. NEGRO. QUERETARO","MARCA INSTITUCIONAL","LEGUMBRES SECAS","BASICOS",15.5,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"FRIJOL","BOLSA 1 KG. NEGRO. QUERETARO","MARCA INSTITUCIONAL","LEGUMBRES SECAS","BASICOS",13.7,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"FRIJOL","BOLSA 1 KG. PINTO","VERDE VALLE","LEGUMBRES SECAS","BASICOS",21,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"FRIJOL","BOLSA 1 KG. PINTO","VERDE VALLE","LEGUMBRES SECAS","BASICOS",19.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"ZANAHORIA","1 KG. GRANDE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",11.9,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"ZANAHORIA","1 KG. GRANDE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",10.55,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"PAPA","1 KG. CRIOLLA GRANDE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",22.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"JITOMATE","1 KG. SALADETTE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",19.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"JITOMATE","1 KG. SALADETTE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",10,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"JITOMATE","1 KG. SALADETTE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",12,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"JITOMATE","1 KG. SALADETTE","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",9.9,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"COL","1 KG. MORADA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",15.3,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"COL","1 KG. MORADA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",11.2,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",7.95,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",5.7,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",8.65,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",7,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",9.7,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"COL","1 KG. BLANCA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",8.25,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"CALABAZA","1 KG. ITALIANA/JAPONESA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",14,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"CALABAZA","1 KG. ITALIANA/JAPONESA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",23.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"CALABAZA","1 KG. ITALIANA/JAPONESA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",18.65,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"CALABAZA","1 KG. ITALIANA/JAPONESA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",19.95,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"CALABAZA","1 KG. ITALIANA/JAPONESA","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",20,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",23.75,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",24.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",18,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",14,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",22.75,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"BROCOLI","1 KG.","S/M","HORTALIZAS FRESCAS","FRUTAS Y LEGUMBRES",16.65,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"DURAZNO","1 KG. MELOCOTON","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",50,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"DURAZNO","1 KG. MELOCOTON","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",48.6,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"GRANADA","1 KG. ROJA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",39.75,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"GRANADA","1 KG. ROJA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",50,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"GRANADA","1 KG. ROJA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",43.75,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"PAPAYA","1 KG. MARADOL","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",15,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"NARANJA","1 KG. VERACRUZ","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",8,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"PAPAYA","1 KG. MARADOL","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",22.5,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"PAPAYA","1 KG. MARADOL","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",21.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"PAPAYA","1 KG. MARADOL","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",17.35,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"PAPAYA","1 KG. MARADOL","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",19.95,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"MELON","1 KG. CHINO","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",10.95,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"MELON","1 KG. CHINO","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",12,"2011-01-10 00:00:00.000","MERCADO ALCALDE","MERCADO PUBLICO","MERCADO ALCALDE","LICEO ENTRE HERRERA Y CAIRO Y PINO SUAREZ","JALISCO","GUADALAJARA                             ",20.681978,-103.346367
"MELON","1 KG. CHINO","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",10.95,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"MELON","1 KG. CHINO","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",13.35,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"MELON","1 KG. CHINO","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",9.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"MANZANA","1 KG. ROME BEAUTY","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",34.9,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"MANZANA","1 KG. ROME BEAUTY","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",34.75,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"LIMON","1 KG. CON SEMILLA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",45.35,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"LIMON","1 KG. CON SEMILLA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",41.75,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"LIMON","1 KG. CON SEMILLA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",38.75,"2011-01-10 00:00:00.000","MERCADO SORIANA","TIENDA DE AUTOSERVICIO","MERCADO SORIANA SUCURSAL LA VIGA RECREO","CALZ. DE LA VIGA No. 672 ESQ. RECREO","DISTRITO FEDERAL","IZTACALCO                               ",NA,NA
"LIMON","1 KG. CON SEMILLA","S/M","FRUTAS FRESCAS","FRUTAS Y LEGUMBRES",39.75,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"TELEVISORES","KDL-32FA600. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","SONY. BRAVIA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",8995,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"TELEVISORES","KDL-32FA600. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","SONY. BRAVIA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",8995,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"TELEVISORES","KDL-32FA600. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","SONY. BRAVIA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",9998,"2011-01-10 00:00:00.000","SORIANA","TIENDA DE AUTOSERVICIO","SORIANA SUCURSAL NORTE","AV. RAFAEL CUERVO NO. 60, ENTRE  PALMA SOLA Y PLAYA DEL","VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ                                ",NA,NA
"TELEVISORES","32 LD 350. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","LG","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",4495,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"TELEVISORES","32 LD 350. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","LG","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",7781.78,"2011-01-10 00:00:00.000","I.M.S.S.","TIENDA DE AUTOSERVICIO","IMSS SUCURSAL CENTRO MEDICO","DR. SALVADOR QUEVEDO Y ZUBIETO NO.625 ENTRE BELISARIO D","JALISCO","GUADALAJARA                             ",20.683213,-103.329311
"TELEVISORES","32 LD 350. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","LG","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",6299,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"HORNO DE MICROONDAS","XO 1410 MD. 1.4 PIES CUBICOS","MABE","APARATOS ELECTRICOS","ELECTRODOMESTICOS",1999,"2011-01-10 00:00:00.000","SEARS ROEBUCK DE MEXICO","TIENDA DE AUTOSERVICIO","SEARS SUCURSAL FORUM CULIACAN","BOULEVARD JOSE DIEGO VALADEZ NO. 167 PTE. ENTRE PROYECT","SINALOA","CULIACAN                                ",24.814667,-107.399061
"DVD / BLU RAY","DVP-SR200P. 1 CD; DOLBY DIGITAL DTS DIGITAL OUT; DVD; CD;MP3; JPEG; REGION 4","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",690,"2011-01-10 00:00:00.000","CASA LEY","TIENDA DE AUTOSERVICIO","CASA LEY SUCURSAL CENTRO","AV. MEXICO NO. 1150, ENTRE PANAMA Y URUGUAY","JALISCO","PUERTO VALLARTA                         ",20.617341,-105.231415
"DVD / BLU RAY","DVP-SR200P. 1 CD; DOLBY DIGITAL DTS DIGITAL OUT; DVD; CD;MP3; JPEG; REGION 4","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",699,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
"DVD / BLU RAY","DVP-SR200P. 1 CD; DOLBY DIGITAL DTS DIGITAL OUT; DVD; CD;MP3; JPEG; REGION 4","SONY","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",699,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL MONTEJO","PASEO MONTEJO No. 454  LOC. 01 ENTRE 27 A Y 29 A","YUCATÁN","MERIDA                                  ",20.989262,-89.615838
"DVD / BLU RAY","DMP-BD45. 1 CD; DOLBY TRUE HD; DTS-HD MASTER AUDIO; BLU-RAY; DVD;CD; USB; REGION 4","PANASONIC","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",2790,"2011-01-10 00:00:00.000","I.M.S.S.","TIENDA DE AUTOSERVICIO","IMSS SUCURSAL CENTRO MEDICO","DR. SALVADOR QUEVEDO Y ZUBIETO NO.625 ENTRE BELISARIO D","JALISCO","GUADALAJARA                             ",20.683213,-103.329311
"TELEVISORES","KDL-40EX401. COLOR 40 PLGS. PANTALLA CRISTAL LIQUIDO","SONY. BRAVIA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",10995,"2011-01-10 00:00:00.000","CHEDRAUI","TIENDA DE AUTOSERVICIO","CHEDRAUI SUCURSAL UNICA","AV. HEROES DE NOCUPETARO Nª 201","MICHOACÁN DE OCAMPO","MORELIA                                 ",19.709748,-101.190649
