"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"CREMA","VASO 200 ML.","LALA","DERIVADOS DE LECHE","BASICOS",7.05,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"LECHE PASTEURIZADA","ENTERA. BOTELLA 1 LT.","SELLO ROJO","LECHE PROCESADA","REGIONALES MONTERREY",10.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"LECHE EN POLVO","NIÑOS. BOLSA 500 GR.  (PRODUCTO LÁCTEO)","ALPURA. KIDS","LECHE PROCESADA","BASICOS",46.75,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ATUN","LATA 170 GR. EN ACEITE","TUNY","PESCADOS Y MARISCOS EN CONSERVA","BASICOS",9.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ALPINO","1 KG. GRANEL. JAMON. DE PIERNA. PREFERENTE. 14% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",79.75,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"SHAMPOO PARA BEBES / NINOS","BOTELLA 265 ML. 2 EN 1. MANGO NARANJA","L OREAL KIDS","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",33,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"SHAMPOO","BOTELLA 400 ML. 2 EN 1. CONTROL CAIDA. CON ACONDICIONADOR","PANTENE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",43.9,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ACEITE","BOTELLA 1 LT. MAIZ","LA GLORIA","ACEITES Y GRASAS VEG. COMESTIBLES","BASICOS",24.75,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"LECHE ULTRAPASTEURIZADA","ENTERA. CAJA 1 LT.","SAN MARCOS","LECHE PROCESADA","BASICOS",12.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"LECHE ULTRAPASTEURIZADA","SEMIDESCREMADA. CAJA 1 LT.","SELLO ROJO. SEMI","LECHE PROCESADA","BASICOS",11.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"LECHE ULTRAPASTEURIZADA","SEMIDESCREMADA. CAJA 1 LT.","SAN MARCOS","LECHE PROCESADA","BASICOS",12.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"REFRESCO","BOTELLA 2.5 LT. NO RETORNABLE","COCA COLA","REFRESCOS ENVASADOS","BASICOS",19.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ACEITE DE OLIVA","LATA 500 ML.","CARBONELL. CLASICO","PRODUCTOS DE TEMPORADA (NAVIDEÐOS)","BASICOS",50.25,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"SERVILLETAS DE PAPEL BLANCO","PAQUETE 250 HOJAS","LYS","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",13.11,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"PAÑALES DESECHABLES","PAQUETE 40 PIEZAS. ANTIFUGAS. TALLA 4","CHICOLASTIC. KIDDIES","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",113.05,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"PAPEL HIGIENICO","PAQUETE 24 ROLLOS. CON AROMA 204 HOJAS DOBLES","SUAVEL","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",52.2,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"SHAMPOO PARA BEBES Y NIÑOS","BOTELLA 250 ML. RECIEN NACIDO","HUGGIES","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",27.03,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"POLVO P/BEBIDAS SABOR CHOCOLATE","BOLSA 400 GR.","CHOCO CHOCO","CHOCOLATES Y GOLOSINAS","MERCADOS",15.75,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"MAYONESA","FRASCO 190 GR. CON JUGO DE LIMONES","LA COSTENA","CONDIMENTOS","BASICOS",11.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"MAYONESA","FRASCO 390 GR. ESPESITA Y CON JUGO DE LIMON","HELLMANN S","CONDIMENTOS","BASICOS",18.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CONCENTRADO DE POLLO","PAQUETE 800 GR CALDO.","KNORR","CONDIMENTOS","BASICOS",59.8,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"BEBIDAS HIDRATANTES","BOTELLA 600 ML. NARANJA. (SPORT BOTTLE)","GATORADE","REFRESCOS ENVASADOS","BASICOS",12.61,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"REFRESCO","BOTELLA 2.5 LT. NO RETORNABLE.","MIRINDA","REFRESCOS ENVASADOS","BASICOS",14.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"DESODORANTE","ROLL ON 65 GR. FRESCURA SUAVE","OBAO","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",18.26,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"RASTRILLOS DESECHABLES","PAQUETE CON 5. EXACTA. PIEL SENSIBLE. ALOE VERA","SCHICK","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",32.23,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"JABON DE TOCADOR","BARRA 90 GR. PARA BEBE. JABON CREMOSO","NIVEA. BABY","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",9.08,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GELATINA EN POLVO","BOLSA 170 GR. AGUA. LIMON","D'GARI","CHOCOLATES Y GOLOSINAS","BASICOS",7.4,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"FLAN","CAJA 140 GR. CON CARAMELO (50 GR. CARAMELO)","D GARI","CHOCOLATES Y GOLOSINAS","BASICOS",6.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"FLAN","CAJA 84 GR. (50 GR. CARAMELO)","JELL-O","CHOCOLATES Y GOLOSINAS","BASICOS",7.9,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"DETERGENTE P/TRASTES","BOTELLA 300 ML. LIQUIDO. LIMON","DAWN","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",17.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO. CON UN TOQUE DE DOWNY","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",27.35,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"DETERGENTE P/ROPA","BOLSA 850 GR. POLVO. FRESCURA PRIMAVERAL","BOLD. 2 EN 1","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",22.3,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"DETERGENTE P/ROPA","BOLSA 1 KG. POLVO","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",27.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"JABON LIMPIADOR","BARRA 350 GR.","VIVA","DETERGENTES Y PRODUCTOS SIMILARES","MERCADOS",8.5,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CREMA DENTAL","TUBO 100 ML.","COLGATE. MAXIMA PROTECCION ANTICARIES. CON CALCIO","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",16.44,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GALLETAS","CAJA 424 GR. HABANERAS. CLASICA","GAMESA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",17.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GALLETAS DULCES","CAJA 456 GR. CHIPS AHOY","NABISCO","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",30.75,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GALLETAS DULCES","CAJA 810 GR. HOJALDRADAS","CUETARA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",25.7,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"HARINA HOT CAKES","CAJA 800 GR.","PRONTO LIGEROS","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",21.7,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"HARINA DE TRIGO","PAQUETE 1 KG.","LA MODERNA","GALLETAS PASTAS Y HARINAS DE TRIGO","MERCADOS",11.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"TORTILLA DE HARINA DE TRIGO","BOLSA 12 PIEZAS","TORTILLINAS TIA ROSA","TORTILLAS Y DERIVADOS DEL MAIZ","BASICOS",10,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHILE","BOLSA 100 GR. GUAJILLO","VERDE VALLE","LEGUMBRES SECAS","BASICOS",15.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ELOTE","LATA 220 GR. EN GRANO","HERDEZ","HORTALIZAS FRESCAS","MERCADOS",7.05,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GRASA COMESTIBLE","PAQUETE 1 KG.","INCA","ACEITES Y GRASAS VEG. COMESTIBLES","BASICOS",27.7,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ACEITE","BOTELLA 945 ML. MIXTO","CAPULLO","ACEITES Y GRASAS VEG. COMESTIBLES","MERCADOS",27.65,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ACEITE","BOTELLA 1 LT. MIXTO","1-2-3","ACEITES Y GRASAS VEG. COMESTIBLES","BASICOS",19.8,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"GALLETAS","CAJA 1 KG. MARIAS","CUETARA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",19.3,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHICHAROS EN LATA","LATA 215 GR.","HERDEZ","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",4.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHILES EN LATA","LATA 380 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",10.15,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHILES EN LATA","LATA 215 GR. CHIPOTLES ADOBADOS","SAN MARCOS","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",11.8,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHILES EN LATA","LATA 105 GR. JALAPENOS RAJAS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",3.37,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHILES EN LATA","LATA 220 GR. SERRANO","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",5.19,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"FRIJOL","BOLSA 1 KG. FLOR DE MAYO","VERDE VALLE","LEGUMBRES SECAS","BASICOS",23.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CHOCOLATE EN TABLILLAS","PAQUETE 540 GR. CON 6 TABLILLAS DE 90 GR.","IBARRA","CHOCOLATES Y GOLOSINAS","MERCADOS",32.45,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"PIMIENTA","FRASCO 60 GR. NEGRA. MOLIDA","ESCOSA","CONDIMENTOS","BASICOS",21.5,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"MAYONESA","FRASCO 790 GR. CON JUGO DE LIMONES","MC CORMICK","CONDIMENTOS","BASICOS",32.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"MAYONESA","FRASCO 190 GR. CON JUGO DE LIMONES","MC CORMICK","CONDIMENTOS","MERCADOS",11.3,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CAFE TOSTADO Y MOLIDO","BOLSA 454 GR.","INTERNACIONAL. AMERICANO","CAFE","BASICOS",50.35,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"CAFE SOLUBLE","FRASCO 100 GR.","NESCAFE DOLCA","CAFE","MERCADOS",28.1,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"TOALLA FEMENINA","BOLSA 12 PIEZAS. NORMAL. NOCTURNA. FLEXI ALAS","ALWAYS","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",25.25,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"TOALLA FEMENINA","BOLSA 14 PIEZAS. NORMAL. SIN ALAS","ALWAYS","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",18.91,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"PAÑALES DESECHABLES","PAQUETE 40 PIEZAS. SUAVELASTIC. MAX. GRANDE","KLEEN BEBE","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",134.25,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
"ACONDICIONADOR / ENJUAGUE","BOTELLA 384 ML. ACEITE DE OLIVA","PERT","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",29.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","ISSSTE SUCURSAL NO. 61","PRIVADA  ANTONIO ENRIQUEZ NO.50 ENTRE GIGANTES Y J. MIN","JALISCO","TLAQUEPAQUE                             ",20.662188,-103.296065
