producto|presentacion|marca|categoria|catalogo|precio|fecharegistro|cadenacomercial|giro|nombrecomercial|direccion|estado|municipio|latitud|longitud
microgynon|caja con 21 grageas|schering mexicana, sa de cv|medicamentos|medicamentos|6525|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
akineton|caja con 30 tabletas 2 mg|abbott laboratories de mexico, sa de cv|medicamentos|medicamentos|117|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema solida|frasco 200 gr|pond s s|arts para el cuidado personal|basicos|469|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pepino|1 kg|s/m|hortalizas frescas|frutas y legumbres|1095|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
nopal|1 kg sin espinas|s/m|hortalizas frescas|frutas y legumbres|2375|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
chile fresco|1 kg de arbol|s/m|hortalizas frescas|frutas y legumbres|9775|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
chile fresco|1 kg poblano|s/m|hortalizas frescas|frutas y legumbres|2775|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
betabel|1 kg|s/m|hortalizas frescas|frutas y legumbres|1495|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
ajo|1 kg|s/m|hortalizas frescas|frutas y legumbres|114|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
alimento preparado p/ni~nos|frasco 113 gr a partir de los 6 meses manzana|gerber|frutas y legumbres procesadas|basicos|83|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
hortalizas congeladas|bolsa 500 gr|mezcla campesina la huerta|frutas y legumbres procesadas|basicos|2275|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
chicharos en lata|lata 220 gr|la costena|frutas y legumbres procesadas|basicos|545|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pure de tomate|lata 800 gr|la costena|frutas y legumbres procesadas|mercados|1589|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
lenteja|bolsa 500 gr|verde valle|legumbres secas|basicos|1439|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
frijol|bolsa 1 kg mayo coba / peruano|verde valle|legumbres secas|basicos|235|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cafe soluble|frasco 180 gr|nescafe dolca|cafe|basicos|435|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cafe soluble|frasco 100 gr|nescafe clasico|cafe|mercados|31|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
coctel de frutas en almibar|lata 850 gr|herdez|frutas y legumbres procesadas|basicos|319|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pi~na en almibar|lata 800 gr rebanada|la costena|frutas y legumbres procesadas|basicos|265|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
duraznos en almibar|lata 820 gr mitades|la costena|frutas y legumbres procesadas|basicos|269|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
mermelada|frasco 540 gr fresa|la costena|frutas y legumbres procesadas|basicos|2175|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
concentrado de pollo|caja 132 gr 12 cubos caldo|rosa blanca|condimentos|basicos|1289|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jugo de fruta|caja 946 ml naranja|ades|refrescos envasados|basicos|169|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jugo de fruta|caja 1 lt naranja (nectar)|jumex|refrescos envasados|basicos|159|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
agua sin gas|botella 15 lt|epura|refrescos envasados|basicos|6|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cafe tostado y molido|bolsa 454 gr descafeinado|kasinka|cafe|basicos|665|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cafe tostado y molido|bolsa 200 gr mezclado con azucar|legal|cafe|basicos|2125|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
vinagre|botella 500 ml de manzana|clemente jacques|condimentos|basicos|1089|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
vinagre|botella 1 lt blanco alcohol cana|clemente jacques|condimentos|basicos|1089|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
salsa inglesa|botella 145 ml|worcestershire crosse & blackwell|condimentos|basicos|173|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
sal molida de mesa|bote 1 kg|la fina|condimentos|mercados|85|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
mayonesa|frasco 385 gr con jugo de limones|la costena|condimentos|basicos|1895|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
mayonesa|frasco 350 gr tipo casero|kraft|condimentos|basicos|181|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
acloral|caja con 20 tabletas de 150 mg|laboratorios liomont, sa de cv|medicamentos|medicamentos|729|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
azantac|caja con 20 tabletas 150 mg|glaxo wellcome mexico, sa de cv|medicamentos|medicamentos|133|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
miel de abeja|frasco 500 gr|carlota|chocolates y golosinas|basicos|559|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
polvo p/preparar bebidas|sobre 25 gr no requiere azucar naranja|zuko|chocolates y golosinas|basicos|36|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
polvo p/hornear|bote 220 gr|royal|condimentos|basicos|114|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
vinagre|botella 105 lt blanco alcohol cana|la costena|condimentos|basicos|1089|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
detergente p/ropa y trastes|bolsa 5 kg polvo|roma|detergentes y productos similares|basicos|110|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
barra limpiadora|barra 350 gr|vel rosita|detergentes y productos similares|basicos|105|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
jabon de pasta|barra 350 gr con envoltura|1 2 3|detergentes y productos similares|mercados|889|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
raductil|caja con 15 capsulas de 10 mg|abbott laboratories de mexico, sa de cv|medicamentos|medicamentos|4942|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
aviant|jarabe 60 ml 50 mg / 100 ml|sin marca|medicamentos|medicamentos|18052|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
atacand plus|caja con 14 tabletas de 16 mg/ 125 mg|sin marca|medicamentos|medicamentos|2592|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
adel|caja c/10 tabletas de 500 mg|laboratorios senosiain, sa de cv|medicamentos|medicamentos|389|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
artrenac|caja con 10 capsulas de 100 mg|merck-mexico, sa de cv|medicamentos|medicamentos|196|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
dolac|caja con 10 tabletas 10 mg|s/m|medicamentos|medicamentos|178|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
eni|caja con 12 tabletas de 250 mg|laboratorios grossman, sa de cv|medicamentos|medicamentos|193|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
mucosolvan|caja con frasco con 120 ml y vaso dosificador solucion de 300 mg/100 ml|s/m|medicamentos|medicamentos|882|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
facicam|caja con blister con 20  capsulas de  20 mg|laboratorios senosiain, sa de cv|medicamentos|medicamentos|153|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
harina de maiz|paquete 1 kg|maseca|tortillas y derivados del maiz|basicos|89|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
televisores|pl 50c450b1d color 50 plgs pantalla plasma|samsung|aparatos electronicos|electrodomesticos|13999|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
televisores|un 32c5000qf color 32 plgs pantalla cristal liquido led|samsung|aparatos electronicos|electrodomesticos|11899|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
videocamaras|dcr-sx43 formato hdd zoom optico digital 60x/2000x funcion de camara digital puerto usb|sony|aparatos electronicos|electrodomesticos|4499|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
camaras digitales|dsc-w310 mega pixeles 121 zoom optico 4 x|sony cyber-shot|aparatos electronicos|electrodomesticos|2199|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
detergente p/ropa|bolsa 900 gr polvo|viva|detergentes y productos similares|basicos|189|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pan de caja|paquete grande 680 gr integral rebanado|bimbo|pan|basicos|255|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pan de caja|paquete 210 gr tostado clasico|bimbo|pan|basicos|16|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pan de caja|paquete grande 680 gr rebanado blanco|bimbo|pan|basicos|22|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
tortilla de harina de trigo|bolsa 22 piezas|tortillinas tia rosa|tortillas y derivados del maiz|basicos|20|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
tortilla de harina de trigo|bolsa 20 piezas|wonder|tortillas y derivados del maiz|basicos|1835|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pasta para sopa|paquete 220 gr spaghetti|la moderna|galletas pastas y harinas de trigo|basicos|44|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pasta para sopa|paquete 200 gr spaghetti no 5|barilla|galletas pastas y harinas de trigo|basicos|549|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
harina hot cakes|paquete 1 kg tradicionales|tres estrellas|galletas pastas y harinas de trigo|basicos|24|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
harina de trigo|paquete 1 kg integral|tres estrellas|galletas pastas y harinas de trigo|basicos|155|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pastelillos|paquete con 2 pinguinos|marinela|pan|basicos|745|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
pastelillos|paquete con 2 chocoroles|marinela|pan|basicos|745|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
zucaritas|caja 850 gr|maizoro azucaradas|arroz y cereales preparados|basicos|25|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cereales|caja 650 gr|corn flakes maizoro|arroz y cereales preparados|basicos|218|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
corn flakes|caja 660 gr|kellogg s|arroz y cereales preparados|basicos|36|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
harina de arroz|caja 250 gr|tres estrellas|arroz y cereales preparados|mercados|66|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
galletas dulces|caja 709 gr emperador chocolate sandwich|gamesa|galletas pastas y harinas de trigo|basicos|335|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
galletas dulces|caja 567 gr chokis|gamesa|galletas pastas y harinas de trigo|basicos|32|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
parma campestre|1 kg granel jamon de pierna preferente 14% proteinas|s/m|carnes frias secas y embutidos|basicos|10559|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
carne res|1 kg granel panza o menudo cocidos|s/m|carne y visceras de res|basicos|41|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
carne res|1 kg granel carne para asar|s/m|carne y visceras de res|basicos|735|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
carne cerdo|1 kg granel lomo, o cana de lomo, o en trozo|s/m|carne y visceras de cerdo|basicos|879|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
carne pollo|1 kg granel pierna o pierna bate|s/m|carne de ave|basicos|419|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
cereal mixto|bote 400 gr fortificado|3 minutos|arroz y cereales preparados|mercados|159|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
alpino|1 kg granel tocino ahumado|s/m|carnes frias secas y embutidos|basicos|739|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
zwan premium|1 kg granel jamon de pavo natural|s/m|carnes frias secas y embutidos|basicos|110|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
fud|1 kg granel jamon de pavo y cerdo americano comercial 12% proteinas|s/m|carnes frias secas y embutidos|basicos|70|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
kir|1 kg granel jamon americano de pavo y cerdo economico 10% proteinas|s/m|carnes frias secas y embutidos|basicos|599|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
zwan premium|1 kg granel jamon de pierna fino 16% proteinas|s/m|carnes frias secas y embutidos|basicos|121|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
ibero|1 kg granel jamon de pavo economico 12 % proteina|s/m|carnes frias secas y embutidos|basicos|61|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
fud|1 kg granel queso de puerco|s/m|carnes frias secas y embutidos|basicos|825|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
kir|paquete 500 gr salchicha de pavo|s/m|carnes frias secas y embutidos|basicos|1999|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
fud turkey line|paquete 500 gr salchicha de pavo|s/m|carnes frias secas y embutidos|basicos|26|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
kir|1 kg granel salchicha de pavo|s/m|carnes frias secas y embutidos|basicos|489|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
alpino pavino|1 kg granel salchicha de pavo|s/m|carnes frias secas y embutidos|basicos|3649|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
ibero|1 kg granel salchicha viena|s/m|carnes frias secas y embutidos|basicos|255|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema|vaso 200 ml|alpura|derivados de leche|mercados|855|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
leche condensada|botella 450 gr (plastico)|la lechera|leche procesada|basicos|2425|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
leche evaporada|parcialmente descremada lata 378 gr|carnation clavel|leche procesada|basicos|109|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
atun|lata 170 gr en aceite|nair|pescados y mariscos en conserva|mercados|11|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
fud|1 kg granel pechuga de pavo turkey line|s/m|carnes frias secas y embutidos|basicos|132|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
duby|1 kg granel pastel pimiento|s/m|carnes frias secas y embutidos|basicos|389|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
yoghurt|vaso 150 gr fresa|alpura|derivados de leche|basicos|38|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
yoghurt|bote 1 kg fresa|alpura|derivados de leche|basicos|2325|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
queso oaxaca|paquete 500 gr|los volcanes|derivados de leche|basicos|57|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
esmeralda|1 kg granel queso oaxaca|s/m|derivados de leche|basicos|975|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema|bote 450 ml reducida en grasa|alpura|derivados de leche|basicos|175|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
crema|bote 450 ml|alpura|derivados de leche|basicos|19|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
formula lactea|para lactante lata 400 gr|nan 1|leche procesada|basicos|945|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
leche ultrapasteurizada|entera caja 1 lt|parmalat entera|leche procesada|basicos|119|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
leche ultrapasteurizada|con grasa vegetal caja 1 lt (mezcla)|alpura 2000 sin colesterol|leche procesada|basicos|148|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
yoghurt|bote 1 kg con fresas|danone|derivados de leche|basicos|22|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
yoghurt|vaso 125 gr fresa|danone vitalinea|derivados de leche|basicos|325|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal mixcoac|miguel angel buonarroti no 170 esq san antonio|distrito federal|benito juarez                           |19385018|-99188852
