producto|presentacion|marca|categoria|catalogo|precio|fecharegistro|cadenacomercial|giro|nombrecomercial|direccion|estado|municipio|latitud|longitud
tesalon|caja con 20 capsulas de 100 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|865|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
tesalon|caja con 20 capsulas de 100 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|935|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
tesalon|caja con 20 capsulas de 100 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|96|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
tesalon|caja con 20 capsulas de 100 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|86|2011-01-10 00:00:00000|farmacias el fenix|farmacia botica y drogueria|farmacia el fenix sucursal  madero|madero no28 entre juarez casi esquina con morelos|queretaro|santiago de queretaro                   |na|na
tegretol|caja con 10 comprimidos de 400 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|1616|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
tegretol|caja con 10 comprimidos de 400 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|1616|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
tegretol|caja con 10 comprimidos de 400 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|154|2011-01-10 00:00:00000|farmacias el fenix|farmacia botica y drogueria|farmacia el fenix sucursal  madero|madero no28 entre juarez casi esquina con morelos|queretaro|santiago de queretaro                   |na|na
tegretol|caja con 10 comprimidos de 400 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|165|2011-01-10 00:00:00000|farmacia guadalajara|tienda de autoservicio|farmacia guadalajara sucursal 225|avenida juarez no 38, entre zitlalpopocatl y guridi al|tlaxcala|tlaxcala                                |19319831|-98235935
tegretol|caja con 10 comprimidos de 400 mg|novartis farmaceutica, sa de cv|medicamentos|medicamentos|149|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
xenical|caja con 21 capsulas de 120 mg|productos roche, sa de cv|medicamentos|medicamentos|422|2011-01-10 00:00:00000|farmacias el fenix|farmacia botica y drogueria|farmacia el fenix sucursal  madero|madero no28 entre juarez casi esquina con morelos|queretaro|santiago de queretaro                   |na|na
nimbex|caja con 1 ampolleta de 25 ml con 5 mg|sin marca|medicamentos|medicamentos|158|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
lipitor|7 tabletas de 40 mg|sin marca|medicamentos|medicamentos|288|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
prexige|caja con 10 comprimidos de 100 mg|sin marca|medicamentos|medicamentos|321|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
dolo-neurobion forte|caja con 1 ampolleta # 1/1 ml y 1 ampolleta # 2/2 ml|merck-mexico, sa de cv|medicamentos|medicamentos|149|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
mapluxin|caja con 24  comprimidos de 025 mg c/u|novartis farmaceutica, sa de cv|medicamentos|medicamentos|919|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
mapluxin|caja con 24  comprimidos de 025 mg c/u|novartis farmaceutica, sa de cv|medicamentos|medicamentos|8925|2011-01-10 00:00:00000|farmacia guadalajara|tienda de autoservicio|farmacia guadalajara sucursal 225|avenida juarez no 38, entre zitlalpopocatl y guridi al|tlaxcala|tlaxcala                                |19319831|-98235935
mapluxin|caja con 24  comprimidos de 025 mg c/u|novartis farmaceutica, sa de cv|medicamentos|medicamentos|952|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
mapluxin|caja con 24  comprimidos de 025 mg c/u|novartis farmaceutica, sa de cv|medicamentos|medicamentos|952|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
beconase aqua|suspension 22 ml 200 dosis|sin marca|medicamentos|medicamentos|46784|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
beconase aqua|suspension 22 ml 200 dosis|sin marca|medicamentos|medicamentos|452|2011-01-10 00:00:00000|farmacias el fenix|farmacia botica y drogueria|farmacia el fenix sucursal  madero|madero no28 entre juarez casi esquina con morelos|queretaro|santiago de queretaro                   |na|na
beconase aqua|suspension 22 ml 200 dosis|sin marca|medicamentos|medicamentos|46784|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
beconase aqua|suspension 22 ml 200 dosis|sin marca|medicamentos|medicamentos|48997|2011-01-10 00:00:00000|farmacia guadalajara|tienda de autoservicio|farmacia guadalajara sucursal 225|avenida juarez no 38, entre zitlalpopocatl y guridi al|tlaxcala|tlaxcala                                |19319831|-98235935
crema solida|frasco 200 ml|atrix intensive|arts para el cuidado personal|basicos|5025|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
crema solida|frasco 200 ml|atrix intensive|arts para el cuidado personal|basicos|519|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
crema solida|frasco 200 ml|atrix intensive|arts para el cuidado personal|basicos|52|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
crema solida|frasco 200 ml|atrix intensive|arts para el cuidado personal|basicos|52|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|22|2011-01-10 00:00:00000|mercado alcalde|mercado publico|mercado alcalde|liceo entre herrera y cairo y pino suarez|jalisco|guadalajara                             |20681978|-103346367
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|235|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|199|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
repuestos de navajas|estuche c/4 venus|gillette|arts para el cuidado personal|basicos|119|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
repuestos de navajas|estuche c/4 venus|gillette|arts para el cuidado personal|basicos|1029|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
repuestos de navajas|estuche c/4 venus|gillette|arts para el cuidado personal|basicos|124|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
repuestos de navajas|estuche c/4 venus|gillette|arts para el cuidado personal|basicos|123|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
jabon de tocador|caja con barra 75 gr hipoalergenico neutro para bebe|johnson s baby|arts para el cuidado personal|basicos|9|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
jabon de tocador|caja con barra 75 gr hipoalergenico neutro para bebe|johnson s baby|arts para el cuidado personal|basicos|135|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
jabon de tocador|caja con barra 75 gr hipoalergenico neutro para bebe|johnson s baby|arts para el cuidado personal|basicos|12|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
jabon de tocador|caja con barra 75 gr hipoalergenico neutro para bebe|johnson s baby|arts para el cuidado personal|basicos|12|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
jabon de tocador|caja con barra 75 gr hipoalergenico neutro para bebe|johnson s baby|arts para el cuidado personal|basicos|99|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
jabon de tocador|barra 130 gr original|nordiko|arts para el cuidado personal|basicos|625|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
jabon de tocador|barra 130 gr original|nordiko|arts para el cuidado personal|basicos|721|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
jabon de tocador|barra 130 gr original|nordiko|arts para el cuidado personal|basicos|79|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
jabon de tocador|barra 130 gr original|nordiko|arts para el cuidado personal|basicos|76|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
desodorante|roll on 70 ml|coty atrevida|arts para el cuidado personal|basicos|216|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
desodorante|roll on 70 ml|coty atrevida|arts para el cuidado personal|basicos|249|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
desodorante|barra 50 gr (tapa azul) original antitranspirante|dove|arts para el cuidado personal|basicos|3525|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
desodorante|barra 50 gr (tapa azul) original antitranspirante|dove|arts para el cuidado personal|basicos|369|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
desodorante|barra 50 gr (tapa azul) original antitranspirante|dove|arts para el cuidado personal|basicos|30|2011-01-10 00:00:00000|mercado alcalde|mercado publico|mercado alcalde|liceo entre herrera y cairo y pino suarez|jalisco|guadalajara                             |20681978|-103346367
desodorante|barra 50 gr (tapa azul) original antitranspirante|dove|arts para el cuidado personal|basicos|295|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
canela|bolsa 25 gr entera|catarinos|productos de temporada (navidedos)|basicos|119|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
almendras|sobre 100 gr|la merced|productos de temporada (navidedos)|basicos|165|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
aceituna|frasco 240 gr manzanilla|bufalo|productos de temporada (navidedos)|basicos|239|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
aceituna|frasco 240 gr manzanilla|bufalo|productos de temporada (navidedos)|basicos|2375|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
aceituna|frasco 240 gr manzanilla|bufalo|productos de temporada (navidedos)|basicos|22|2011-01-10 00:00:00000|mercado alcalde|mercado publico|mercado alcalde|liceo entre herrera y cairo y pino suarez|jalisco|guadalajara                             |20681978|-103346367
aceituna|frasco 240 gr manzanilla|bufalo|productos de temporada (navidedos)|basicos|189|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
toalla de papel|paquete 2 rollos 72 hojas dobles|kleenex|arts de papel p/higiene personal|basicos|38|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
toalla de papel|paquete 2 rollos 72 hojas dobles|kleenex|arts de papel p/higiene personal|basicos|2955|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
toalla de papel|paquete 2 rollos 72 hojas dobles|kleenex|arts de papel p/higiene personal|basicos|38|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
toalla de papel|paquete 2 rollos 60 hojas dobles|petalo vaquita o granja|arts de papel p/higiene personal|basicos|284|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
toalla de papel|paquete 2 rollos 60 hojas dobles|petalo vaquita o granja|arts de papel p/higiene personal|basicos|255|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
toalla de papel|paquete 2 rollos 60 hojas dobles|petalo vaquita o granja|arts de papel p/higiene personal|basicos|2218|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
toalla de papel|paquete 2 rollos 60 hojas dobles|petalo vaquita o granja|arts de papel p/higiene personal|basicos|28|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
toalla de papel|paquete 2 rollos 60 hojas dobles|petalo vaquita o granja|arts de papel p/higiene personal|basicos|275|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
toalla femenina|bolsa 12 piezas normal nocturna flexi alas|always|arts de papel p/higiene personal|basicos|22|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
toalla femenina|bolsa 12 piezas normal nocturna flexi alas|always|arts de papel p/higiene personal|basicos|259|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
toalla femenina|bolsa 12 piezas normal nocturna flexi alas|always|arts de papel p/higiene personal|basicos|299|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
toalla femenina|bolsa 14 piezas normal sin alas|always|arts de papel p/higiene personal|basicos|1979|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
toalla femenina|bolsa 14 piezas normal sin alas|always|arts de papel p/higiene personal|basicos|1929|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
pa~nales desechables|paquete 40 piezas suavelastic max grande|kleen bebe|arts de papel p/higiene personal|basicos|150|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
pa~nales desechables|paquete 40 piezas suavelastic max grande|kleen bebe|arts de papel p/higiene personal|basicos|1145|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
shampoo para bebes / ninos|botella 250 ml ricitos de oro con manzanilla|grisi|arts para el cuidado personal|basicos|35|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
shampoo para bebes / ninos|botella 250 ml ricitos de oro con manzanilla|grisi|arts para el cuidado personal|basicos|3352|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
acondicionador y enjuague|botella 800 ml|caprice naturals|arts para el cuidado personal|basicos|315|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
acondicionador y enjuague|botella 800 ml|caprice naturals|arts para el cuidado personal|basicos|34|2011-01-10 00:00:00000|mercado alcalde|mercado publico|mercado alcalde|liceo entre herrera y cairo y pino suarez|jalisco|guadalajara                             |20681978|-103346367
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|318|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|2975|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|3167|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|305|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|309|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
acondicionador / enjuague|botella 384 ml aceite de oliva|pert|arts para el cuidado personal|basicos|359|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
tinte para el cabello|caja|wella wellaton 40|arts para el cuidado personal|basicos|4161|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
tinte para el cabello|caja|wella wellaton 40|arts para el cuidado personal|basicos|50|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
tinte para el cabello|caja|wella wellaton 40|arts para el cuidado personal|basicos|355|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
tinte para el cabello|caja|wella wellaton 40|arts para el cuidado personal|basicos|505|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
shampoo|botella 800 ml pasion de mango|alberto vo5|arts para el cuidado personal|basicos|1855|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
shampoo|botella 800 ml pasion de mango|alberto vo5|arts para el cuidado personal|basicos|199|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
shampoo|botella 800 ml pasion de mango|alberto vo5|arts para el cuidado personal|basicos|1859|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
shampoo|botella 800 ml pasion de mango|alberto vo5|arts para el cuidado personal|basicos|199|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|389|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|389|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|419|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|295|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|389|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
shampoo|botella 355 ml hidradisiaco|herbal essences|arts para el cuidado personal|basicos|3924|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
shampoo|botella 900 ml herbal|magna flex plus|arts para el cuidado personal|basicos|189|2011-01-10 00:00:00000|casa ley|tienda de autoservicio|casa ley sucursal centro|av mexico no 1150, entre panama y uruguay|jalisco|puerto vallarta                         |20617341|-105231415
shampoo|botella 900 ml herbal|magna flex plus|arts para el cuidado personal|basicos|1669|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
shampoo|botella 900 ml herbal|magna flex plus|arts para el cuidado personal|basicos|1505|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|194|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|2405|2011-01-10 00:00:00000|abarrotera guadalupana (frutas)|tienda de autoservicio|la guadalupana sucursal pino suarez|primavera no 127 , entrebazar zozaya y pedro fuentes|tabasco|centro                                  |17995897|-9291478
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|229|2011-01-10 00:00:00000|soriana|tienda de autoservicio|soriana sucursal norte|av rafael cuervo no 60, entre  palma sola y playa del|veracruz de ignacio de la llave|veracruz                                |na|na
shampoo|botella 900 ml clasico|vanart|arts para el cuidado personal|mercados|249|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
horno de microondas|ms-1447g o ms-1447g / 01 14 pies cubicos|lg|aparatos electricos|electrodomesticos|2019|2011-01-10 00:00:00000|sears roebuck de mexico|tienda de autoservicio|sears sucursal forum culiacan|boulevard jose diego valadez no 167 pte entre proyect|sinaloa|culiacan                                |24814667|-107399061
batidoras|2520 o 2520-13 pedestal 6 velocidades tazon vidrio|oster|aparatos electricos|electrodomesticos|930|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal montejo|paseo montejo no 454  loc 01 entre 27 a y 29 a|yucatan|merida                                  |20989262|-89615838
estufas|ma07687 ci (atras) frente 30 plgs 6 quemadores encendido electronico color gris-acero|mabe|muebles de cocina|electrodomesticos|6385|2011-01-10 00:00:00000|imss|tienda de autoservicio|imss sucursal centro medico|dr salvador quevedo y zubieto no625 entre belisario d|jalisco|guadalajara                             |20683213|-103329311
estufas|ei 5110 bb frente 20 plgs 4 quemadores encendido electronico color blanca|iem|muebles de cocina|electrodomesticos|2749|2011-01-10 00:00:00000|mercado soriana|tienda de autoservicio|mercado soriana sucursal la viga recreo|calz de la viga no 672 esq recreo|distrito federal|iztacalco                               |na|na
estufas|ei 5110 bb frente 20 plgs 4 quemadores encendido electronico color blanca|iem|muebles de cocina|electrodomesticos|2695|2011-01-10 00:00:00000|chedraui|tienda de autoservicio|chedraui sucursal unica|av heroes de nocupetaro na 201|michoacan de ocampo|morelia                                 |19709748|-101190649
